[2025-03-16 15:00:36 root] (main_calib_config3_cbq.py 280): INFO Namespace(model='/workspace/volume/inference-soft-data/AE/llm/models/Llama-2-7b-hf', cache_dir='./cache', output_dir='./log-divide-adaptive-calibration-cbq/Llama-2-7b-hf-0.4', save_dir=None, resume=None, real_quant=False, calib_dataset='wikitext2', nsamples=128, batch_size=1, seed=2, tasks='piqa,arc_easy,arc_challenge,boolq,hellaswag,winogrande', eval_ppl=True, num_fewshot=0, wbits=4, abits=4, group_size=None, alpha=0.5, let_lr=0.005, lwc_lr=0.01, wd=0, epochs=15, let=True, lwc=True, symmetric=False, disable_zero_point=False, a_dynamic_method='per_token', w_dynamic_method='per_channel', limit=-1, multigpu=False, deactive_amp=True, attn_implementation='eager', net=None, act_scales=None, act_shifts=None, quant_map='log-divide-adaptive/Llama-2-7b-hf/quant_map_Llama-2-7b-hf_0.4.pkl', scale_calibration=True, compensation_calibration=True)
[2025-03-16 15:00:43 root] (main_calib_config3_cbq.py 347): INFO === start quantization ===
[2025-03-16 15:00:43 root] (main_calib_config3_cbq.py 353): INFO load calibration from ./cache/dataloader_Llama_wikitext2_128.cache
[2025-03-16 15:00:43 root] (abq_llm_calib_config3_cbq.py 82): INFO Starting ...
[2025-03-16 15:00:43 root] (abq_llm_calib_config3_cbq.py 89): INFO Loaded quant_map from log-divide-adaptive/Llama-2-7b-hf/quant_map_Llama-2-7b-hf_0.4.pkl
[2025-03-16 15:00:47 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 0 to 1 ===
[2025-03-16 15:44:52 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 2-3 epoch 14 loss:0.020446425303816795 norm:0.001804456696845591 max memory_allocated 38138.54931640625 
[2025-03-16 15:45:22 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 3 to 4 ===
[2025-03-16 15:46:24 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 0 loss:0.07054439187049866 norm:0.05100981146097183 max memory_allocated 38138.54931640625 
[2025-03-16 15:47:21 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 1 loss:0.04534288868308067 norm:0.010505741462111473 max memory_allocated 38138.54931640625 
[2025-03-16 15:48:18 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 2 loss:0.03056320548057556 norm:0.005686257034540176 max memory_allocated 38138.54931640625 
[2025-03-16 15:49:15 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 3 loss:0.02504684031009674 norm:0.003880799515172839 max memory_allocated 38138.54931640625 
[2025-03-16 15:50:12 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 4 loss:0.022257713600993156 norm:0.0027912070509046316 max memory_allocated 38138.54931640625 
[2025-03-16 15:51:09 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 5 loss:0.0204815324395895 norm:0.00214180676266551 max memory_allocated 38138.54931640625 
[2025-03-16 15:52:06 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 6 loss:0.01930401287972927 norm:0.0017168814083561301 max memory_allocated 38138.54931640625 
[2025-03-16 15:53:03 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 7 loss:0.018430892378091812 norm:0.0014127143658697605 max memory_allocated 38138.54931640625 
[2025-03-16 15:54:00 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 8 loss:0.01792275719344616 norm:0.001190009992569685 max memory_allocated 38138.54931640625 
[2025-03-16 15:54:57 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 9 loss:0.01749422773718834 norm:0.001041537499986589 max memory_allocated 38138.54931640625 
[2025-03-16 15:55:54 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 10 loss:0.017179841175675392 norm:0.0009262984967790544 max memory_allocated 38138.54931640625 
[2025-03-16 15:56:51 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 11 loss:0.016924934461712837 norm:0.0008246767683885992 max memory_allocated 38138.54931640625 
[2025-03-16 15:57:48 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 12 loss:0.01675768382847309 norm:0.0007723551825620234 max memory_allocated 38138.54931640625 
[2025-03-16 15:58:45 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 13 loss:0.016564082354307175 norm:0.00069304188946262 max memory_allocated 38138.54931640625 
[2025-03-16 15:59:42 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 3-4 epoch 14 loss:0.016379568725824356 norm:0.000648021581582725 max memory_allocated 38138.54931640625 
[2025-03-16 16:00:13 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 4 to 5 ===
[2025-03-16 16:01:14 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 0 loss:0.05679416283965111 norm:0.01262133102864027 max memory_allocated 38138.71923828125 
[2025-03-16 16:02:11 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 1 loss:0.027985401451587677 norm:0.0032469036523252726 max memory_allocated 38138.71923828125 
[2025-03-16 16:03:08 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 2 loss:0.02076433040201664 norm:0.002051416551694274 max memory_allocated 38138.71923828125 
[2025-03-16 16:04:05 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 3 loss:0.017061535269021988 norm:0.0015005222521722317 max memory_allocated 38138.71923828125 
[2025-03-16 16:05:02 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 4 loss:0.014975029043853283 norm:0.0018735985504463315 max memory_allocated 38138.71923828125 
[2025-03-16 16:05:59 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 5 loss:0.013789585791528225 norm:0.0009480691514909267 max memory_allocated 38138.71923828125 
[2025-03-16 16:06:56 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 6 loss:0.012968309223651886 norm:0.0007787740905769169 max memory_allocated 38138.71923828125 
[2025-03-16 16:07:53 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 7 loss:0.012442212551832199 norm:0.000663317390717566 max memory_allocated 38138.71923828125 
[2025-03-16 16:08:51 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 8 loss:0.012018762528896332 norm:0.000616811215877533 max memory_allocated 38138.71923828125 
[2025-03-16 16:09:48 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 9 loss:0.011711154133081436 norm:0.0005484222783707082 max memory_allocated 38138.71923828125 
[2025-03-16 16:10:45 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 10 loss:0.011485110968351364 norm:0.0004767213831655681 max memory_allocated 38138.71923828125 
[2025-03-16 16:11:42 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 11 loss:0.011329769156873226 norm:0.0004581137327477336 max memory_allocated 38138.71923828125 
[2025-03-16 16:12:39 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 12 loss:0.011211313307285309 norm:0.00042854249477386475 max memory_allocated 38138.71923828125 
[2025-03-16 16:13:36 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 13 loss:0.011051751673221588 norm:0.00038123305421322584 max memory_allocated 38138.71923828125 
[2025-03-16 16:14:33 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 4-5 epoch 14 loss:0.010935832746326923 norm:0.00037715036887675524 max memory_allocated 38138.71923828125 
[2025-03-16 16:15:03 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 5 to 6 ===
[2025-03-16 16:16:05 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 0 loss:0.07192796468734741 norm:0.12773431837558746 max memory_allocated 38138.89111328125 
[2025-03-16 16:17:02 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 1 loss:0.03319438174366951 norm:0.00945519469678402 max memory_allocated 38138.89111328125 
[2025-03-16 16:17:59 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 2 loss:0.02500113844871521 norm:0.006515912711620331 max memory_allocated 38138.89111328125 
[2025-03-16 16:18:56 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 3 loss:0.020841075107455254 norm:0.00451630586758256 max memory_allocated 38138.89111328125 
[2025-03-16 16:19:53 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 4 loss:0.01842486672103405 norm:0.0032315412536263466 max memory_allocated 38138.89111328125 
[2025-03-16 16:20:50 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 5 loss:0.01666042022407055 norm:0.0023696795105934143 max memory_allocated 38138.89111328125 
[2025-03-16 16:21:47 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 6 loss:0.015546253882348537 norm:0.002030245028436184 max memory_allocated 38138.89111328125 
[2025-03-16 16:22:44 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 7 loss:0.01471012458205223 norm:0.0016568235587328672 max memory_allocated 38138.89111328125 
[2025-03-16 16:23:41 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 8 loss:0.013983896002173424 norm:0.0014598950510844588 max memory_allocated 38138.89111328125 
[2025-03-16 16:24:38 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 9 loss:0.01349801104515791 norm:0.0012967120856046677 max memory_allocated 38138.89111328125 
[2025-03-16 16:25:35 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 10 loss:0.013102758675813675 norm:0.0011106267338618636 max memory_allocated 38138.89111328125 
[2025-03-16 16:26:32 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 11 loss:0.01276085339486599 norm:0.0009710968006402254 max memory_allocated 38138.89111328125 
[2025-03-16 16:27:29 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 12 loss:0.012447735294699669 norm:0.0009152408456429839 max memory_allocated 38138.89111328125 
[2025-03-16 16:28:26 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 13 loss:0.012218947522342205 norm:0.0008615666883997619 max memory_allocated 38138.89111328125 
[2025-03-16 16:29:23 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 5-6 epoch 14 loss:0.012032493017613888 norm:0.000818504486232996 max memory_allocated 38138.89111328125 
[2025-03-16 16:29:54 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 6 to 7 ===
[2025-03-16 16:30:56 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 0 loss:0.054896287620067596 norm:0.012805580161511898 max memory_allocated 38139.06298828125 
[2025-03-16 16:31:53 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 1 loss:0.036551136523485184 norm:0.010352369397878647 max memory_allocated 38139.06298828125 
[2025-03-16 16:32:50 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 2 loss:0.029103411361575127 norm:0.004027295857667923 max memory_allocated 38139.06298828125 
[2025-03-16 16:33:47 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 3 loss:0.024627622216939926 norm:0.0029791458509862423 max memory_allocated 38139.06298828125 
[2025-03-16 16:34:44 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 4 loss:0.021833807229995728 norm:0.0023512800689786673 max memory_allocated 38139.06298828125 
[2025-03-16 16:35:41 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 5 loss:0.019906172528862953 norm:0.0018858074909076095 max memory_allocated 38139.06298828125 
[2025-03-16 16:36:38 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 6 loss:0.018589891493320465 norm:0.0015829810872673988 max memory_allocated 38139.06298828125 
[2025-03-16 16:37:35 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 7 loss:0.017557594925165176 norm:0.0013445279328152537 max memory_allocated 38139.06298828125 
[2025-03-16 16:38:32 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 8 loss:0.01669624075293541 norm:0.0011475429637357593 max memory_allocated 38139.06298828125 
[2025-03-16 16:39:29 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 9 loss:0.016029341146349907 norm:0.001020092167891562 max memory_allocated 38139.06298828125 
[2025-03-16 16:40:26 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 10 loss:0.015513220801949501 norm:0.000917850062251091 max memory_allocated 38139.06298828125 
[2025-03-16 16:41:23 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 11 loss:0.015020390972495079 norm:0.0008329728152602911 max memory_allocated 38139.06298828125 
[2025-03-16 16:42:20 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 12 loss:0.014630092307925224 norm:0.0007553974282927811 max memory_allocated 38139.06298828125 
[2025-03-16 16:43:17 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 13 loss:0.014283739030361176 norm:0.0006792146596126258 max memory_allocated 38139.06298828125 
[2025-03-16 16:44:14 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 6-7 epoch 14 loss:0.013954896479845047 norm:0.0006296145729720592 max memory_allocated 38139.06298828125 
[2025-03-16 16:44:44 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 7 to 8 ===
[2025-03-16 16:45:46 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 0 loss:0.07146817445755005 norm:0.015626121312379837 max memory_allocated 38139.23486328125 
[2025-03-16 16:46:43 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 1 loss:0.03521887958049774 norm:0.004091136157512665 max memory_allocated 38139.23486328125 
[2025-03-16 16:47:40 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 2 loss:0.026599017903208733 norm:0.0024783164262771606 max memory_allocated 38139.23486328125 
[2025-03-16 16:48:37 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 3 loss:0.0224770437926054 norm:0.0016662055859342217 max memory_allocated 38139.23486328125 
[2025-03-16 16:49:34 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 4 loss:0.019816916435956955 norm:0.001041456125676632 max memory_allocated 38139.23486328125 
[2025-03-16 16:50:31 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 5 loss:0.017886392772197723 norm:0.0008614056278020144 max memory_allocated 38139.23486328125 
[2025-03-16 16:51:28 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 6 loss:0.016996487975120544 norm:0.0008491554181091487 max memory_allocated 38139.23486328125 
[2025-03-16 16:52:25 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 7 loss:0.017025038599967957 norm:0.0009549461537972093 max memory_allocated 38139.23486328125 
[2025-03-16 16:53:22 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 8 loss:0.015688516199588776 norm:0.0006417022086679935 max memory_allocated 38139.23486328125 
[2025-03-16 16:54:19 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 9 loss:0.014761250466108322 norm:0.0005554872332140803 max memory_allocated 38139.23486328125 
[2025-03-16 16:55:16 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 10 loss:0.014275708235800266 norm:0.0005599193973466754 max memory_allocated 38139.23486328125 
[2025-03-16 16:56:13 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 11 loss:0.0138500165194273 norm:0.0005221688188612461 max memory_allocated 38139.23486328125 
[2025-03-16 16:57:10 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 12 loss:0.013536416925489902 norm:0.000494971580337733 max memory_allocated 38139.23486328125 
[2025-03-16 16:58:07 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 13 loss:0.01329122669994831 norm:0.00046913191908970475 max memory_allocated 38139.23486328125 
[2025-03-16 16:59:04 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 7-8 epoch 14 loss:0.013171695172786713 norm:0.00048610809608362615 max memory_allocated 38139.23486328125 
[2025-03-16 16:59:35 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 8 to 9 ===
[2025-03-16 17:00:37 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 8-9 epoch 0 loss:0.048732858151197433 norm:0.0082561569288373 max memory_allocated 38139.40673828125 
[2025-03-16 17:01:34 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 8-9 epoch 1 loss:0.0333724170923233 norm:0.004597546998411417 max memory_allocated 38139.40673828125 
[2025-03-16 17:02:31 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 8-9 epoch 2 loss:0.02726825140416622 norm:0.003109268844127655 max memory_allocated 38139.40673828125 
[2025-03-16 17:03:28 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 8-9 epoch 3 loss:0.023600898683071136 norm:0.0023914615157991648 max memory_allocated 38139.40673828125 
[2025-03-16 17:04:25 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 8-9 epoch 4 loss:0.021174941211938858 norm:0.0018792171031236649 max memory_allocated 38139.40673828125 
[2025-03-16 17:05:22 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 8-9 epoch 5 loss:0.019564857706427574 norm:0.0015599854523316026 max memory_allocated 38139.40673828125 
